Date,FeO_Before_Mixer
1/18/2021,23.6
1/19/2021,22.97
1/19/2021,21.88
1/20/2021,23.19
1/21/2021,23.29
1/21/2021,23.48
1/21/2021,23.21
1/22/2021,22.18
1/22/2021,23
1/22/2021,23.12
1/23/2021,22.94
1/23/2021,22.57
1/23/2021,22.71
1/24/2021,23.05
1/24/2021,23.01
1/24/2021,21.84
1/25/2021,22.61
1/25/2021,22.68
1/25/2021,23.89
1/26/2021,22.13
1/26/2021,22.53
1/26/2021,23.74
1/27/2021,21.83
1/27/2021,22.75
1/27/2021,22.42
1/28/2021,22.94
1/28/2021,23.12
1/28/2021,22.83
1/29/2021,23.01
1/29/2021,22.71
1/29/2021,23.12
1/30/2021,21.12
1/30/2021,22.75
1/31/2021,21.88
1/31/2021,22.45
1/31/2021,21.83
2/1/2021,22.83
2/1/2021,23.01
2/1/2021,21.84
2/2/2021,22.9
2/2/2021,22.46
2/2/2021,22.42
2/3/2021,22.13
2/3/2021,21.44
2/3/2021,22.57
2/4/2021,21.08
2/4/2021,22.69
2/4/2021,21.76
2/5/2021,22.05
2/5/2021,22.2
2/5/2021,21.92
2/6/2021,22.62
2/6/2021,22.06
2/6/2021,22.41
2/7/2021,21.57
2/7/2021,21.78
2/7/2021,22.62
2/8/2021,21.48
2/8/2021,22.68
2/8/2021,22.91
2/9/2021,22.76
2/9/2021,22.06
2/10/2021,22.9
2/10/2021,21.5
2/10/2021,23.61
2/11/2021,22.9
2/11/2021,22.35
2/11/2021,23.75
2/12/2021,23.75
2/12/2021,24.59
2/12/2021,22.91
2/13/2021,23.9
2/13/2021,23.46
2/13/2021,23.05
2/14/2021,25.17
2/14/2021,24.07
2/14/2021,24.59
2/15/2021,23.12
2/15/2021,24.03
2/15/2021,24.73
2/16/2021,23.47
2/16/2021,24.18
2/16/2021,24.45
2/17/2021,24.47
2/17/2021,24.6
2/17/2021,23.75
2/18/2021,24.38
2/18/2021,23.22
2/18/2021,24.46
2/19/2021,24.45
2/19/2021,24.17
2/19/2021,23.75
2/20/2021,23.61
2/20/2021,24.28
2/20/2021,24.6
2/21/2021,23.61
2/22/2021,24.02
2/22/2021,24.2
2/23/2021,24.05
2/23/2021,23.5
2/23/2021,23.71
2/24/2021,23.14
2/24/2021,25.76
2/24/2021,23.42
2/25/2021,24.39
2/25/2021,24.39
2/25/2021,23.42
2/26/2021,23.44
2/26/2021,23.33
2/27/2021,23.33
2/27/2021,24.49
2/27/2021,23.32
2/28/2021,23.11
2/28/2021,24.31
2/28/2021,24.06
3/1/2021,25.06
3/1/2021,25.39
3/1/2021,24.99
3/2/2021,25.05
3/2/2021,23.62
3/2/2021,24.74
3/3/2021,24.7
3/3/2021,23.77
3/3/2021,24.74
3/4/2021,24.99
3/4/2021,24.05
3/4/2021,23.95
3/5/2021,24.45
3/5/2021,24.62
3/5/2021,23.69
3/6/2021,24.81
3/6/2021,24.55
3/6/2021,25.06
3/7/2021,23.48
3/7/2021,24.7
3/7/2021,25.35
3/8/2021,24.42
3/8/2021,25.17
3/8/2021,24.98
3/9/2021,25.5
3/9/2021,25.46
3/9/2021,24.99
3/10/2021,25.21
3/10/2021,25.2
3/10/2021,24.99
3/11/2021,25.57
3/11/2021,24.33
3/11/2021,25.17
3/12/2021,25.32
3/12/2021,24.92
3/12/2021,24.84
3/13/2021,24.62
3/13/2021,24.77
3/13/2021,24.91
3/14/2021,24.32
3/18/2021,24.32
3/18/2021,24.7
3/19/2021,24.26
3/19/2021,24.4
3/19/2021,24.64
3/20/2021,24.26
3/20/2021,25.35
3/20/2021,24.03
3/21/2021,23.74
3/21/2021,24.85
3/22/2021,24.71
3/22/2021,23.97
3/22/2021,24.79
3/23/2021,24.03
3/23/2021,23.91
3/23/2021,24.92
3/24/2021,23.3
3/24/2021,24.67
3/24/2021,24.34
3/25/2021,23.91
3/25/2021,24.67
3/25/2021,23.18
3/26/2021,23.89
3/26/2021,23.3
3/26/2021,24.75
3/27/2021,24.53
3/27/2021,22.87
3/27/2021,24.38
3/28/2021,24.18
3/28/2021,24.4
3/28/2021,22
3/29/2021,24.38
3/29/2021,24.45
3/29/2021,22.91
3/30/2021,23.35
3/31/2021,23.6
3/31/2021,23.42
4/1/2021,23.65
4/1/2021,24.23
4/1/2021,23.74
4/2/2021,23.96
4/2/2021,24.23
4/2/2021,23.6
4/3/2021,23.94
4/3/2021,22.56
4/3/2021,23.89
4/4/2021,22.56
4/4/2021,25.13
4/5/2021,22.86
4/5/2021,23.5
4/8/2021,24.18
4/9/2021,22.72
4/9/2021,24.04
4/9/2021,23.82
4/10/2021,23.86
4/10/2021,24.04
4/10/2021,23.6
4/11/2021,22.87
4/11/2021,24.55
4/12/2021,24.89
4/12/2021,25.24
4/12/2021,24.82
4/12/2021,24.82
4/12/2021,25.08
4/12/2021,25.35
4/12/2021,24.91
4/12/2021,24.95
4/13/2021,25.3
4/13/2021,25.2
4/13/2021,24.59
4/13/2021,25.35
4/13/2021,25.21
4/13/2021,25.2
4/13/2021,24.26
4/13/2021,25.36
4/13/2021,25.21
4/13/2021,24.6
4/13/2021,24.81
4/13/2021,24.45
4/14/2021,25.77
4/14/2021,25.48
4/14/2021,25.5
4/14/2021,25.5
4/14/2021,25.36
4/14/2021,24.64
4/15/2021,24.04
4/15/2021,25.36
4/16/2021,25.19
4/16/2021,23.85
4/17/2021,24.11
4/17/2021,25.01
4/18/2021,24.4
4/19/2021,24.87
4/21/2021,24.68
4/21/2021,23.88
4/22/2021,25.26
4/22/2021,25.03
4/23/2021,25.29
4/23/2021,25.19
4/24/2021,24.59
4/24/2021,25.33
4/25/2021,24.68
4/25/2021,25.15
4/26/2021,25.01
4/26/2021,24.11
4/27/2021,24.9
4/27/2021,25.23
4/28/2021,25.15
4/28/2021,24.95
4/29/2021,24.4
4/29/2021,23.19
4/30/2021,24.17
4/30/2021,24.82
5/1/2021,24.44
5/1/2021,25.09
5/2/2021,25.75
5/2/2021,25.16
5/3/2021,24.25
5/3/2021,23.76
5/4/2021,24.89
5/4/2021,24.54
5/5/2021,23.5
5/5/2021,24.17
5/6/2021,24.35
5/6/2021,23.52
5/7/2021,23.12
5/7/2021,24.18
5/8/2021,24.59
5/8/2021,24.11
5/9/2021,22.79
5/9/2021,23.95
5/10/2021,23.9
5/10/2021,23.64
5/11/2021,23.42
5/11/2021,24.37
5/12/2021,23.99
5/12/2021,23.71
5/13/2021,23.26
5/13/2021,23.85
5/14/2021,23.5
5/14/2021,22.75
5/15/2021,23.42
5/15/2021,23.94
5/16/2021,23.85
5/16/2021,23.2
5/17/2021,22.25
5/17/2021,23.7
5/18/2021,22.78
5/18/2021,22.83
5/19/2021,22.85
5/19/2021,23.94
5/20/2021,24.24
5/20/2021,23.57
5/21/2021,24.16
5/22/2021,23.4
5/22/2021,23.67
5/23/2021,21.99
5/23/2021,23.07
5/23/2021,22.68
5/24/2021,23.95
5/24/2021,23.36
5/24/2021,22.4
5/25/2021,23.81
5/25/2021,23.57
5/25/2021,23.79
5/26/2021,23.26
5/26/2021,23.42
5/26/2021,21.63
5/27/2021,23.83
5/27/2021,23.73
5/27/2021,22.42
5/28/2021,21.92
5/28/2021,23.16
6/28/2021,23.35
6/28/2021,22.29
6/29/2021,22.22
6/29/2021,22.57
6/29/2021,23.18
6/30/2021,22.36
6/30/2021,23.05
6/30/2021,22.58
7/1/2021,22.73
7/1/2021,22.8
7/1/2021,21.99
7/2/2021,23.5
7/2/2021,24.04
7/2/2021,22.8
7/3/2021,23.17
7/3/2021,22.97
7/3/2021,22.42
7/4/2021,22.27
7/4/2021,23.12
7/5/2021,21.98
7/5/2021,21.69
7/6/2021,23.5
7/6/2021,22.5
7/7/2021,23.57
7/7/2021,23.96
7/8/2021,24.67
7/8/2021,23.57
7/9/2021,22.88
7/10/2021,23.92
7/10/2021,24.33
7/10/2021,23.46
7/11/2021,23.88
7/11/2021,23.49
7/12/2021,23.33
7/12/2021,23.57
7/13/2021,24.35
7/13/2021,22.58
7/14/2021,23.48
7/14/2021,22.05
7/15/2021,22.07
7/15/2021,22.88
7/16/2021,22.73
7/16/2021,23.42
7/17/2021,23.31
7/17/2021,21.84
7/18/2021,23.63
7/18/2021,22.79
7/19/2021,23.27
7/19/2021,23.77
7/20/2021,23.18
7/20/2021,23.72
7/21/2021,23.33
7/21/2021,23.62
7/22/2021,23.55
7/22/2021,22.5
7/23/2021,24.31
7/23/2021,23.85
7/24/2021,23.18
7/24/2021,23.72
7/26/2021,23.48
7/26/2021,22.65
7/27/2021,23.27
7/27/2021,22.72
7/28/2021,22.88
7/28/2021,23.27
7/29/2021,23.92
7/29/2021,23.48
7/30/2021,24.07
7/30/2021,22.65
7/31/2021,22.36
7/31/2021,22.83
8/1/2021,23.92
8/1/2021,23.27
8/2/2021,23.43
8/2/2021,23.92
8/3/2021,24.15
8/3/2021,23.73
8/4/2021,23.86
8/4/2021,24.07
8/5/2021,23.77
8/5/2021,22.82
8/6/2021,22.69
8/6/2021,22.73
8/7/2021,23.55
8/7/2021,22.99
8/8/2021,23.27
8/8/2021,23.33
8/9/2021,23.16
8/9/2021,23.12
8/10/2021,23.48
8/10/2021,22.44
8/11/2021,22.98
8/12/2021,23.12
8/12/2021,23.7
8/13/2021,23.26
8/13/2021,23.98
8/14/2021,23.6
8/14/2021,23.39
8/15/2021,23.83
8/15/2021,23.07
8/16/2021,23.84
8/16/2021,23.83
8/17/2021,23.77
8/17/2021,23.98
8/18/2021,22.54
8/18/2021,22.97
8/19/2021,23.65
8/19/2021,22.48
8/20/2021,22.52
8/20/2021,23.31
8/21/2021,21.91
8/21/2021,23.58
8/22/2021,22.28
8/22/2021,21.65
8/24/2021,22.78
8/24/2021,23.17
8/25/2021,21.92
8/25/2021,22.38
8/26/2021,22.01
8/26/2021,21.65
8/27/2021,22.38
8/27/2021,22.08
8/28/2021,22.31
8/28/2021,22.38
8/29/2021,21.65
8/29/2021,21.5
8/30/2021,21.35
8/30/2021,21.51
8/31/2021,22.44
8/31/2021,22.94
9/1/2021,22.78
9/1/2021,23.37
9/2/2021,23.26
9/2/2021,23.58
9/3/2021,22.94
9/3/2021,22.99
9/4/2021,23.57
9/4/2021,23.34
9/5/2021,23.52
9/6/2021,22.44
9/6/2021,22.96
9/7/2021,22.54
9/7/2021,22.84
9/8/2021,23.66
9/8/2021,21.49
9/9/2021,23.52
9/9/2021,23.23
9/10/2021,22.96
9/10/2021,23.26
9/11/2021,22.54
9/11/2021,23.35
9/12/2021,23.62
9/12/2021,22.27
9/13/2021,23.22
9/13/2021,23.49
9/14/2021,22.43
9/14/2021,23.25
9/15/2021,23.09
9/15/2021,22.7
9/16/2021,23.62
9/16/2021,22.83
9/17/2021,23.88
9/17/2021,24.14
9/18/2021,24.14
9/18/2021,24.47
9/19/2021,23.75
9/19/2021,23.75
9/20/2021,24.8
9/20/2021,23.75
9/21/2021,24.27
9/21/2021,24.91
9/22/2021,24.53
9/23/2021,24.14
9/24/2021,23.62
9/24/2021,24.39
9/24/2021,23.62
9/25/2021,24.27
9/25/2021,24.32
9/25/2021,23.75
9/26/2021,23.88
9/26/2021,24.27
9/26/2021,24.73
9/27/2021,22.96
9/27/2021,23.88
9/27/2021,24.93
9/28/2021,24.67
9/28/2021,24.4
9/28/2021,24.4
9/29/2021,24.6
9/29/2021,24.14
9/29/2021,23.62
9/30/2021,24.21
9/30/2021,23.88
9/30/2021,23.75
10/1/2021,23.29
10/1/2021,23.88
10/1/2021,23.88
10/2/2021,23.75
10/2/2021,24.01
10/2/2021,24.01
10/3/2021,23.88
10/3/2021,24.08
10/3/2021,23.88
10/4/2021,24.27
10/4/2021,24.4
10/4/2021,24.01
10/5/2021,23.88
10/5/2021,23.22
10/5/2021,24.14
10/6/2021,24.01
10/6/2021,23.75
10/6/2021,23.75
10/7/2021,23.82
10/7/2021,23.62
10/7/2021,22.63
10/8/2021,22.92
10/8/2021,23.22
10/8/2021,23.79
10/9/2021,23.35
10/9/2021,23.65
10/9/2021,23.8
10/10/2021,23.64
10/10/2021,24.34
10/10/2021,24.37
10/11/2021,23.5
10/12/2021,23.65
10/12/2021,23.79
10/12/2021,24.02
10/13/2021,23.06
10/13/2021,22.92
10/13/2021,24.09
10/14/2021,23.95
10/14/2021,24.11
10/14/2021,23.58
10/15/2021,24.16
10/15/2021,24.36
10/15/2021,23
10/16/2021,23.28
10/16/2021,23.36
10/16/2021,22.93
10/17/2021,22.63
10/17/2021,22.64
10/17/2021,22.06
10/18/2021,22.92
10/18/2021,22.5
10/18/2021,21.92
10/19/2021,21.77
10/19/2021,22.57
10/19/2021,21.92
10/20/2021,22.49
10/20/2021,21.91
10/20/2021,22.5
10/21/2021,21.49
10/21/2021,21.55
10/21/2021,22.5
10/22/2021,20.91
10/22/2021,22.78
10/22/2021,22.12
10/23/2021,23.07
10/23/2021,22.78
10/23/2021,23.23
10/24/2021,23.43
10/24/2021,22.93
10/24/2021,23.65
10/25/2021,23.58
10/25/2021,23.1
10/25/2021,22.93
10/26/2021,23
10/26/2021,23.72
10/26/2021,22.21
10/27/2021,23.94
10/27/2021,24.08
10/27/2021,23.22
10/28/2021,22.5
10/28/2021,23.35
10/28/2021,24.23
10/29/2021,23.07
10/29/2021,24.07
10/29/2021,24.37
10/30/2021,24.88
10/30/2021,24.51
10/30/2021,24.21
10/31/2021,24.88
10/31/2021,24.66
10/31/2021,24
11/1/2021,24.51
11/1/2021,24.37
11/1/2021,24.37
11/2/2021,24.51
11/2/2021,24.2
11/2/2021,22.83
11/3/2021,23.44
11/3/2021,23.36
11/3/2021,22.8
11/4/2021,22.71
11/4/2021,23.02
11/4/2021,23.05
11/5/2021,25.67
11/5/2021,22.48
11/5/2021,22.9
11/6/2021,22.9
11/6/2021,22.96
11/6/2021,23.02
11/7/2021,22.67
11/7/2021,22.59
11/7/2021,22.96
11/8/2021,22.72
11/8/2021,22.71
11/8/2021,21.51
11/9/2021,22
11/9/2021,22.3
11/9/2021,22.23
11/10/2021,22.24
11/10/2021,21.82
11/10/2021,20.9
11/11/2021,21.75
11/11/2021,22.42
11/11/2021,22.61
11/12/2021,22.59
11/12/2021,22.84
11/12/2021,21.95
11/13/2021,22.66
11/13/2021,22.3
11/14/2021,22.9
11/14/2021,23.01
11/15/2021,22.3
11/15/2021,23.19
11/15/2021,22.24
11/16/2021,23.62
11/16/2021,23.43
11/16/2021,23.2
11/17/2021,23.26
11/17/2021,22.78
11/17/2021,22.71
11/18/2021,23.32
11/18/2021,23.03
11/18/2021,23.43
11/19/2021,23.38
11/19/2021,23.62
11/19/2021,23.27
11/25/2021,23.55
11/26/2021,24.41
11/26/2021,24.47
11/26/2021,23.91
11/27/2021,24.29
11/27/2021,24.47
11/27/2021,24.25
11/28/2021,24.76
11/28/2021,24.95
11/28/2021,23.94
11/29/2021,24.79
11/29/2021,24.57
11/29/2021,24.95
11/30/2021,23.56
11/30/2021,24.44
11/30/2021,24.89
12/1/2021,23.81
12/1/2021,24.41
12/1/2021,24.57
12/2/2021,24.82
12/2/2021,24.79
12/2/2021,24.76
12/3/2021,24.95
12/3/2021,22.57
12/3/2021,24.79
12/4/2021,24.44
12/4/2021,24.5
12/4/2021,24.53
12/5/2021,24.32
12/5/2021,24.57
12/5/2021,22.8
12/6/2021,24.66
12/6/2021,24.38
12/6/2021,24.06
12/7/2021,24.41
12/7/2021,24.32
12/7/2021,24.38
12/8/2021,22.92
12/8/2021,23.98
12/8/2021,24.19
12/9/2021,22.8
12/9/2021,23.75
12/9/2021,23.62
12/10/2021,24
12/10/2021,23.88
12/10/2021,23.56
12/11/2021,23.68
12/11/2021,22.92
12/11/2021,23.12
12/12/2021,23.81
12/12/2021,23.05
12/12/2021,24.39
12/13/2021,23.18
12/14/2021,23.12
12/14/2021,23.56
12/14/2021,22.92
12/15/2021,24.01
12/15/2021,23.56
12/15/2021,23.68
12/16/2021,22.8
12/16/2021,23.56
12/16/2021,23.43
12/17/2021,23.56
12/17/2021,23.37
12/17/2021,23.5
12/18/2021,23.75
12/18/2021,23.37
12/18/2021,23.55
12/19/2021,23.56
12/19/2021,22.29
12/19/2021,22.23
12/20/2021,23.68
12/20/2021,22.54
12/20/2021,22.74
12/21/2021,22.55
12/21/2021,22.67
12/21/2021,21.78
12/22/2021,21.72
12/22/2021,22.67
12/22/2021,21.15
12/23/2021,22.74
12/23/2021,21.79
12/23/2021,21.91
12/24/2021,22.35
12/24/2021,22.48
12/24/2021,22.67
12/25/2021,21.02
12/25/2021,22.74
12/25/2021,22.19
12/26/2021,22.67
12/26/2021,22.86
12/26/2021,22.94
12/27/2021,23.44
12/27/2021,22.92
12/27/2021,22.89
12/28/2021,23.26
12/28/2021,23.3
12/28/2021,23.78
12/29/2021,22.82
12/29/2021,23.31
12/29/2021,22.79
12/30/2021,22.76
12/30/2021,22.42
12/30/2021,22.28
12/31/2021,22.12
12/31/2021,22.05
12/31/2021,23
1/1/2022,20.88
1/1/2022,22.11
1/1/2022,22.23
1/2/2022,21.62
1/2/2022,22.76
1/2/2022,23.2
1/3/2022,23.44
1/3/2022,23.15
1/3/2022,23.32
1/4/2022,23.37
1/4/2022,22.8
1/4/2022,23.53
1/5/2022,24.09
1/5/2022,24.04
1/5/2022,24.17
1/6/2022,24.47
1/6/2022,24.58
1/6/2022,23.81
1/7/2022,23.68
1/7/2022,24.65
1/7/2022,24.65
1/8/2022,23.91
1/8/2022,23.9
1/8/2022,24.58
1/9/2022,23.04
1/9/2022,23.57
1/9/2022,24.01
1/10/2022,23.18
1/10/2022,23.91
1/10/2022,23.5
1/11/2022,24.2
1/11/2022,23.15
1/11/2022,24.2
1/12/2022,24.58
1/12/2022,24.32
1/12/2022,24.33
1/13/2022,24.71
1/13/2022,24.45
1/13/2022,24.07
1/14/2022,24.71
1/14/2022,24.9
1/14/2022,24.2
1/15/2022,25.22
,
